Sr. No,Date Time,Slots occupied,Target,Parking Availability,Car Type
2985,07-01-2024 13:12,270,90.00%,Yes,SUV
2986,07-01-2024 13:15,270,90.00%,Yes,SUV
2987,07-01-2024 13:18,270,90.00%,Yes,SUV
2988,07-01-2024 13:21,270,90.00%,Yes,SUV
2989,07-01-2024 13:24,270,90.00%,Yes,SUV
2990,07-01-2024 13:27,270,90.00%,Yes,SUV
2991,07-01-2024 13:30,270,90.00%,Yes,SUV
2992,07-01-2024 13:33,270,90.00%,Yes,SUV
2993,07-01-2024 13:36,270,90.00%,Yes,SUV
2994,07-01-2024 13:39,270,90.00%,Yes,SUV
2995,07-01-2024 13:42,270,90.00%,Yes,SUV
2996,07-01-2024 13:45,270,90.00%,Yes,SUV
2997,07-01-2024 13:48,270,90.00%,Yes,SUV
2998,07-01-2024 13:51,270,90.00%,Yes,SUV
2999,07-01-2024 13:54,270,90.00%,Yes,SUV
3000,07-01-2024 13:57,270,90.00%,Yes,SUV
3001,07-01-2024 14:00,270,90.00%,Yes,SUV
3002,07-01-2024 14:03,270,90.00%,Yes,SUV
3003,07-01-2024 14:06,270,90.00%,Yes,SUV
3004,07-01-2024 14:09,270,90.00%,Yes,SUV
3005,07-01-2024 14:12,270,90.00%,Yes,SUV
3006,07-01-2024 14:15,270,90.00%,Yes,SUV
3007,07-01-2024 14:18,270,90.00%,Yes,SUV
3008,07-01-2024 14:21,270,90.00%,Yes,SUV
3009,07-01-2024 14:24,270,90.00%,Yes,SUV
3010,07-01-2024 14:27,270,90.00%,Yes,SUV
3011,07-01-2024 14:30,270,90.00%,Yes,SUV
3012,07-01-2024 14:33,270,90.00%,Yes,SUV
3013,07-01-2024 14:36,270,90.00%,Yes,SUV
3014,07-01-2024 14:39,270,90.00%,Yes,SUV
3015,07-01-2024 14:42,270,90.00%,Yes,SUV
3016,07-01-2024 14:45,270,90.00%,Yes,SUV
3017,07-01-2024 14:48,270,90.00%,Yes,SUV
3018,07-01-2024 14:51,270,90.00%,Yes,SUV
3019,07-01-2024 14:54,270,90.00%,Yes,SUV
3020,07-01-2024 14:57,270,90.00%,Yes,SUV
3021,07-01-2024 15:00,270,90.00%,Yes,SUV
3022,07-01-2024 15:03,270,90.00%,Yes,SUV
3023,07-01-2024 15:06,270,90.00%,Yes,SUV
3024,07-01-2024 15:09,270,90.00%,Yes,SUV
3025,07-01-2024 15:12,270,90.00%,Yes,SUV
3026,07-01-2024 15:15,270,90.00%,Yes,SUV
3027,07-01-2024 15:18,270,90.00%,Yes,SUV
3028,07-01-2024 15:21,270,90.00%,Yes,SUV
3029,07-01-2024 15:24,270,90.00%,Yes,SUV
3030,07-01-2024 15:27,270,90.00%,Yes,SUV
3031,07-01-2024 15:30,270,90.00%,Yes,SUV
3032,07-01-2024 15:33,270,90.00%,Yes,SUV
3033,07-01-2024 15:36,270,90.00%,Yes,SUV
3034,07-01-2024 15:39,270,90.00%,Yes,SUV
3035,07-01-2024 15:42,270,90.00%,Yes,SUV
3036,07-01-2024 15:45,270,90.00%,Yes,SUV
3037,07-01-2024 15:48,270,90.00%,Yes,SUV
3038,07-01-2024 15:51,270,90.00%,Yes,SUV
3039,07-01-2024 15:54,270,90.00%,Yes,SUV
3040,07-01-2024 15:57,270,90.00%,Yes,SUV
3041,07-01-2024 16:00,270,90.00%,Yes,SUV
3042,07-01-2024 16:03,270,90.00%,Yes,SUV
3043,07-01-2024 16:06,270,90.00%,Yes,SUV
3044,07-01-2024 16:09,270,90.00%,Yes,SUV
3045,07-01-2024 16:12,270,90.00%,Yes,SUV
3046,07-01-2024 16:15,270,90.00%,Yes,SUV
3047,07-01-2024 16:18,270,90.00%,Yes,SUV
3048,07-01-2024 16:21,270,90.00%,Yes,SUV
3049,07-01-2024 16:24,270,90.00%,Yes,SUV
3050,07-01-2024 16:27,270,90.00%,Yes,SUV
3051,07-01-2024 16:30,270,90.00%,Yes,SUV
3052,07-01-2024 16:33,270,90.00%,Yes,SUV
3053,07-01-2024 16:36,270,90.00%,Yes,SUV
3054,07-01-2024 16:39,270,90.00%,Yes,SUV
3055,07-01-2024 16:42,270,90.00%,Yes,SUV
3056,07-01-2024 16:45,270,90.00%,Yes,SUV
3057,07-01-2024 16:48,270,90.00%,Yes,SUV
3058,07-01-2024 16:51,270,90.00%,Yes,SUV
3059,07-01-2024 16:54,270,90.00%,Yes,SUV
3060,07-01-2024 16:57,270,90.00%,Yes,SUV
3061,07-01-2024 17:00,270,90.00%,Yes,SUV
3062,07-01-2024 17:03,270,90.00%,Yes,SUV
3063,07-01-2024 17:06,270,90.00%,Yes,SUV
3064,07-01-2024 17:09,270,90.00%,Yes,SUV
3065,07-01-2024 17:12,270,90.00%,Yes,SUV
3066,07-01-2024 17:15,270,90.00%,Yes,SUV
3067,07-01-2024 17:18,270,90.00%,Yes,SUV
3068,07-01-2024 17:21,270,90.00%,Yes,SUV
3069,07-01-2024 17:24,270,90.00%,Yes,SUV
3070,07-01-2024 17:27,270,90.00%,Yes,SUV
3071,07-01-2024 17:30,270,90.00%,Yes,SUV
3072,07-01-2024 17:33,270,90.00%,Yes,SUV
3073,07-01-2024 17:36,270,90.00%,Yes,SUV
3074,07-01-2024 17:39,270,90.00%,Yes,SUV
3075,07-01-2024 17:42,270,90.00%,Yes,SUV
3076,07-01-2024 17:45,270,90.00%,Yes,SUV
3077,07-01-2024 17:48,270,90.00%,Yes,SUV
3078,07-01-2024 17:51,270,90.00%,Yes,SUV
3079,07-01-2024 17:54,270,90.00%,Yes,SUV
3080,07-01-2024 17:57,270,90.00%,Yes,SUV
3081,07-01-2024 18:00,270,90.00%,Yes,SUV
3082,07-01-2024 18:03,270,90.00%,Yes,SUV
3083,07-01-2024 18:06,270,90.00%,Yes,SUV
3084,07-01-2024 18:09,270,90.00%,Yes,SUV
3085,07-01-2024 18:12,270,90.00%,Yes,SUV
3086,07-01-2024 18:15,270,90.00%,Yes,SUV
3087,07-01-2024 18:18,270,90.00%,Yes,SUV
3088,07-01-2024 18:21,270,90.00%,Yes,SUV
3089,07-01-2024 18:24,270,90.00%,Yes,SUV
3090,07-01-2024 18:27,270,90.00%,Yes,SUV
3091,07-01-2024 18:30,270,90.00%,Yes,SUV
3092,07-01-2024 18:33,270,90.00%,Yes,SUV
3093,07-01-2024 18:36,270,90.00%,Yes,SUV
3094,07-01-2024 18:39,270,90.00%,Yes,SUV
3095,07-01-2024 18:42,270,90.00%,Yes,SUV
3096,07-01-2024 18:45,270,90.00%,Yes,SUV
3097,07-01-2024 18:48,270,90.00%,Yes,SUV
3098,07-01-2024 18:51,270,90.00%,Yes,SUV
3099,07-01-2024 18:54,270,90.00%,Yes,SUV
3100,07-01-2024 18:57,270,90.00%,Yes,SUV
3101,07-01-2024 19:00,270,90.00%,Yes,SUV
3102,07-01-2024 19:03,270,90.00%,Yes,SUV
3103,07-01-2024 19:06,270,90.00%,Yes,SUV
3104,07-01-2024 19:09,270,90.00%,Yes,SUV
3105,07-01-2024 19:12,270,90.00%,Yes,SUV
3106,07-01-2024 19:15,270,90.00%,Yes,SUV
3107,07-01-2024 19:18,270,90.00%,Yes,SUV
3108,07-01-2024 19:21,270,90.00%,Yes,SUV
3109,07-01-2024 19:24,270,90.00%,Yes,SUV
3110,07-01-2024 19:27,270,90.00%,Yes,SUV
3111,07-01-2024 19:30,270,90.00%,Yes,SUV
3112,07-01-2024 19:33,270,90.00%,Yes,SUV
3113,07-01-2024 19:36,270,90.00%,Yes,SUV
3114,07-01-2024 19:39,270,90.00%,Yes,SUV
3115,07-01-2024 19:42,270,90.00%,Yes,SUV
3116,07-01-2024 19:45,270,90.00%,Yes,SUV
3117,07-01-2024 19:48,270,90.00%,Yes,SUV
3118,07-01-2024 19:51,270,90.00%,Yes,SUV
3119,07-01-2024 19:54,270,90.00%,Yes,SUV
3120,07-01-2024 19:57,270,90.00%,Yes,SUV
3121,07-01-2024 20:00,270,90.00%,Yes,SUV
3122,07-01-2024 20:03,270,90.00%,Yes,SUV
3123,07-01-2024 20:06,270,90.00%,Yes,SUV
3124,07-01-2024 20:09,270,90.00%,Yes,SUV
3125,07-01-2024 20:12,270,90.00%,Yes,SUV
3126,07-01-2024 20:15,270,90.00%,Yes,SUV
3127,07-01-2024 20:18,270,90.00%,Yes,SUV
3128,07-01-2024 20:21,270,90.00%,Yes,SUV
3129,07-01-2024 20:24,270,90.00%,Yes,SUV
3130,07-01-2024 20:27,270,90.00%,Yes,SUV
3131,07-01-2024 20:30,270,90.00%,Yes,SUV
3132,07-01-2024 20:33,270,90.00%,Yes,SUV
3133,07-01-2024 20:36,270,90.00%,Yes,SUV
3134,07-01-2024 20:39,270,90.00%,Yes,SUV
3135,07-01-2024 20:42,270,90.00%,Yes,SUV
3136,07-01-2024 20:45,270,90.00%,Yes,SUV
3137,07-01-2024 20:48,270,90.00%,Yes,SUV
3138,07-01-2024 20:51,270,90.00%,Yes,SUV
3139,07-01-2024 20:54,270,90.00%,Yes,SUV
3140,07-01-2024 20:57,270,90.00%,Yes,SUV
3141,07-01-2024 21:00,270,90.00%,Yes,SUV
3142,07-01-2024 21:03,270,90.00%,Yes,SUV
3143,07-01-2024 21:06,270,90.00%,Yes,SUV
3144,07-01-2024 21:09,270,90.00%,Yes,SUV
3145,07-01-2024 21:12,270,90.00%,Yes,SUV
3146,07-01-2024 21:15,270,90.00%,Yes,SUV
3147,07-01-2024 21:18,270,90.00%,Yes,SUV
3148,07-01-2024 21:21,270,90.00%,Yes,SUV
3149,07-01-2024 21:24,270,90.00%,Yes,SUV
3150,07-01-2024 21:27,270,90.00%,Yes,SUV
3151,07-01-2024 21:30,270,90.00%,Yes,SUV
3152,07-01-2024 21:33,270,90.00%,Yes,SUV
3153,07-01-2024 21:36,270,90.00%,Yes,SUV
3154,07-01-2024 21:39,270,90.00%,Yes,SUV
3155,07-01-2024 21:42,270,90.00%,Yes,SUV
3156,07-01-2024 21:45,270,90.00%,Yes,SUV
3157,07-01-2024 21:48,270,90.00%,Yes,SUV
3158,07-01-2024 21:51,270,90.00%,Yes,SUV
3159,07-01-2024 21:54,270,90.00%,Yes,SUV
3160,07-01-2024 21:57,270,90.00%,Yes,SUV
3161,07-01-2024 22:00,270,90.00%,Yes,SUV
3162,07-01-2024 22:03,270,90.00%,Yes,SUV
3163,07-01-2024 22:06,270,90.00%,Yes,SUV
3164,07-01-2024 22:09,270,90.00%,Yes,SUV
3165,07-01-2024 22:12,270,90.00%,Yes,SUV
3166,07-01-2024 22:15,270,90.00%,Yes,SUV
3167,07-01-2024 22:18,270,90.00%,Yes,SUV
3168,07-01-2024 22:21,270,90.00%,Yes,SUV
3169,07-01-2024 22:24,270,90.00%,Yes,SUV
3170,07-01-2024 22:27,270,90.00%,Yes,SUV
3171,07-01-2024 22:30,270,90.00%,Yes,SUV
3172,07-01-2024 22:33,270,90.00%,Yes,SUV
3173,07-01-2024 22:36,270,90.00%,Yes,SUV
3174,07-01-2024 22:39,270,90.00%,Yes,SUV
3175,07-01-2024 22:42,270,90.00%,Yes,SUV
3176,07-01-2024 22:45,270,90.00%,Yes,SUV
3177,07-01-2024 22:48,270,90.00%,Yes,SUV
3178,07-01-2024 22:51,270,90.00%,Yes,SUV
3179,07-01-2024 22:54,270,90.00%,Yes,SUV
3180,07-01-2024 22:57,270,90.00%,Yes,SUV
3181,07-01-2024 23:00,270,90.00%,Yes,SUV
3182,07-01-2024 23:03,270,90.00%,Yes,SUV
3183,07-01-2024 23:06,270,90.00%,Yes,SUV
3184,07-01-2024 23:09,270,90.00%,Yes,SUV
3185,07-01-2024 23:12,270,90.00%,Yes,SUV
3186,07-01-2024 23:15,270,90.00%,Yes,SUV
3187,07-01-2024 23:18,270,90.00%,Yes,SUV
3188,07-01-2024 23:21,270,90.00%,Yes,SUV
3189,07-01-2024 23:24,270,90.00%,Yes,SUV
3190,07-01-2024 23:27,270,90.00%,Yes,SUV
3191,07-01-2024 23:30,270,90.00%,Yes,SUV
3192,07-01-2024 23:33,270,90.00%,Yes,SUV
3193,07-01-2024 23:36,270,90.00%,Yes,SUV
3194,07-01-2024 23:39,270,90.00%,Yes,SUV
3195,07-01-2024 23:42,270,90.00%,Yes,SUV
3196,07-01-2024 23:45,270,90.00%,Yes,SUV
3197,07-01-2024 23:48,270,90.00%,Yes,SUV
3198,07-01-2024 23:51,270,90.00%,Yes,SUV
3199,07-01-2024 23:54,270,90.00%,Yes,SUV
3200,07-01-2024 23:57,270,90.00%,Yes,SUV
